High,Month,Model_ID,AI_Service,Department,Transactions_Processed,Accuracy_Score,Prediction_Confidence,Bias_Flag_Count,Manual_Override_Count,Customer_Complaints,Compliance_Violations,Cloud_Resource_Cost,Avg_Response_Time,Failed_Decisions,Risk_Level,Compliance_Status,Region
RID1266,May,M101,Resume Screening AI,Finance,2853,70.99,74.26,10,10,5,5,6990,3.46,221,Critical,Violation,London
RID1267,Sep,M105,Inventory Forecast AI,HR,3887,77.43,79.82,6,28,17,2,9203,2.08,171,High,Review Required,Scotland
RID1268,Oct,M103,Fraud Detection AI,Customer Service,2654,77.1,79.5,3,83,1,8,5926,5.61,172,Critical,Violation,Midlands
RID1269,Mar,M104,Loan Approval AI,Finance,4534,72.79,75.56,2,18,8,4,7241,3.88,208,Critical,Violation,London
RID1270,Dec,M105,Inventory Forecast AI,HR,3790,96.57,95.38,4,20,14,4,14016,6.23,15,High,Violation,Midlands
RID1271,May,M101,Resume Screening AI,Sales,2434,91.35,90.21,12,33,14,4,8892,2.12,58,Critical,Violation,London
RID1272,Aug,M103,Fraud Detection AI,Finance,3556,88.52,88.75,7,67,5,10,7578,5.79,78,Critical,Violation,Scotland
RID1273,Nov,M105,Inventory Forecast AI,Sales,4839,83.03,84.6,0,16,12,5,13167,4.37,123,High,Violation,North UK
RID1274,Feb,M103,Fraud Detection AI,Finance,4912,79.58,80.92,1,58,8,4,7213,3.36,154,High,Violation,Scotland
RID1275,Apr,M105,Inventory Forecast AI,Sales,1116,80.22,81.7,5,34,15,3,13868,4.75,144,High,Review Required,London
RID1276,Oct,M101,Resume Screening AI,Finance,3151,87.48,88.13,12,6,24,4,3287,4.42,88,Critical,Violation,Scotland
RID1277,Jul,M104,Loan Approval AI,Sales,3512,81.45,82.33,4,16,19,0,8159,2.27,137,High,Compliant,Scotland
RID1278,Sep,M101,Resume Screening AI,Finance,4893,71.87,75.47,9,38,8,1,7079,3.73,215,Critical,Review Required,Scotland
RID1279,Jul,M101,Resume Screening AI,HR,4443,88.64,88.62,14,28,14,5,6624,6.67,79,Critical,Violation,Scotland
RID1280,Oct,M103,Fraud Detection AI,HR,4865,70.31,74.79,6,50,1,8,2646,4.91,222,Critical,Violation,North UK
RID1281,Sep,M103,Fraud Detection AI,Sales,4122,89.38,89.23,6,73,1,3,7403,4.57,75,Medium,Review Required,Midlands
RID1282,Oct,M101,Resume Screening AI,Sales,2411,73.08,76.21,8,26,5,4,5800,6.14,204,Critical,Violation,North UK
RID1283,Mar,M102,Customer Support Chatbot,Customer Service,1406,91.14,90.38,4,53,28,5,3293,9.79,58,High,Violation,Midlands
RID1284,Nov,M105,Inventory Forecast AI,Customer Service,3552,74.74,77.23,1,9,13,5,10992,6.15,190,Critical,Violation,North UK
RID1285,Dec,M101,Resume Screening AI,Sales,1211,69.39,73.32,9,13,2,1,8055,3.67,229,Critical,Review Required,London
RID1286,Jun,M104,Loan Approval AI,Customer Service,2419,94.6,93.75,8,18,24,5,4560,4.63,32,High,Violation,Midlands
RID1287,Feb,M105,Inventory Forecast AI,Sales,1453,94.75,94.25,7,42,19,5,12773,4.55,27,High,Violation,London
RID1288,Jul,M101,Resume Screening AI,Operations,1781,74.77,76.91,8,30,18,3,4141,4.76,193,Critical,Review Required,Scotland
RID1289,Jun,M104,Loan Approval AI,Operations,3011,76.48,78.87,7,15,24,2,8717,5.2,173,High,Review Required,Midlands
RID1290,Feb,M104,Loan Approval AI,HR,4121,83.23,84.55,5,54,9,4,8798,2.98,122,High,Violation,Midlands
RID1291,Dec,M101,Resume Screening AI,Finance,2547,93.47,92.44,9,55,16,5,8740,4.99,38,High,Violation,Scotland
RID1292,Sep,M103,Fraud Detection AI,Finance,2111,71.15,75.22,5,41,15,8,7683,3.16,215,Critical,Violation,Scotland
RID1293,Feb,M102,Customer Support Chatbot,HR,4476,87.68,87.73,6,23,31,0,3509,7.55,84,Medium,Compliant,Scotland
RID1294,May,M104,Loan Approval AI,HR,3490,89.83,88.81,6,44,7,4,5357,5.68,73,High,Violation,London
RID1295,Oct,M103,Fraud Detection AI,HR,3612,75.83,78.71,7,40,0,9,2711,6.47,181,Critical,Violation,North UK
RID1296,Feb,M102,Customer Support Chatbot,Customer Service,4501,76.99,79.64,0,44,31,3,5028,9.86,171,High,Review Required,Midlands
RID1297,Nov,M102,Customer Support Chatbot,Operations,1040,73.58,77,5,47,24,5,5591,7.97,196,Critical,Violation,Midlands
RID1298,Aug,M104,Loan Approval AI,HR,4822,86.97,88.05,1,52,11,0,2943,3.94,89,Medium,Compliant,Scotland
RID1299,Oct,M104,Loan Approval AI,Operations,1488,78.1,80.11,3,43,21,4,8522,2.93,161,High,Violation,Midlands
RID1300,Jan,M102,Customer Support Chatbot,HR,1216,85.89,86.34,1,39,24,2,6259,9.59,104,Medium,Review Required,Scotland
RID1301,Jun,M105,Inventory Forecast AI,Operations,3405,92.02,91.56,0,24,9,1,14017,5.47,54,Low,Review Required,Scotland
RID1302,Sep,M105,Inventory Forecast AI,Sales,1662,78.89,81.29,0,46,19,4,14586,4.49,155,High,Violation,London
RID1303,Nov,M104,Loan Approval AI,Finance,2020,79.43,80.64,7,14,22,5,7665,4.36,156,High,Violation,North UK
RID1304,Apr,M102,Customer Support Chatbot,Finance,2630,74.82,77.52,7,21,40,3,3138,8.22,192,Critical,Review Required,Scotland
RID1305,Aug,M101,Resume Screening AI,HR,4478,73.36,76.02,13,52,23,0,4623,3.09,202,Critical,Compliant,Midlands
RID1306,Apr,M102,Customer Support Chatbot,Sales,4744,73.55,76.33,2,40,20,0,3486,5.14,200,Critical,Compliant,Scotland
RID1307,Mar,M103,Fraud Detection AI,Sales,1696,77.92,79.93,3,68,7,3,5077,4.75,165,High,Review Required,Scotland
RID1308,Mar,M101,Resume Screening AI,Sales,2627,92.72,91.69,7,55,3,2,3866,3.7,47,High,Review Required,London
RID1309,Sep,M105,Inventory Forecast AI,Operations,3307,79.73,81.12,2,8,19,2,13693,3.14,150,High,Review Required,Scotland
RID1310,Sep,M105,Inventory Forecast AI,Customer Service,1096,89.32,89.83,4,56,16,0,13341,3.58,70,Medium,Compliant,Midlands
RID1311,Aug,M102,Customer Support Chatbot,Customer Service,4890,88.36,88.32,6,6,47,0,5890,10.6,80,Medium,Compliant,Midlands
RID1312,Aug,M105,Inventory Forecast AI,HR,1618,97.29,95.64,1,45,22,2,12417,6.21,13,Medium,Review Required,London
RID1313,May,M104,Loan Approval AI,Customer Service,3411,88.42,88.66,4,39,3,2,5919,6.45,79,Medium,Review Required,London
RID1314,Aug,M101,Resume Screening AI,Finance,1451,77.59,80.07,10,17,2,5,8778,6.73,165,High,Violation,North UK
RID1315,Mar,M101,Resume Screening AI,Operations,3739,82.2,83.01,7,49,18,3,6332,2,134,High,Review Required,Scotland
RID1316,Oct,M104,Loan Approval AI,Customer Service,912,76.03,78.82,1,58,19,4,5478,4.45,181,Critical,Violation,Midlands
RID1317,Feb,M101,Resume Screening AI,Operations,4372,90.15,89.46,12,7,12,2,8030,6.82,66,Critical,Review Required,North UK
RID1318,Aug,M104,Loan Approval AI,HR,1233,80.73,81.84,1,9,12,2,3089,6.6,144,High,Review Required,London
RID1319,Mar,M105,Inventory Forecast AI,HR,4893,93.26,92.22,7,28,11,0,14018,6.57,38,High,Compliant,Midlands
RID1320,Aug,M104,Loan Approval AI,Operations,3597,78.7,81.05,6,26,16,0,5667,6.83,157,High,Compliant,Midlands
RID1321,Jan,M102,Customer Support Chatbot,Sales,1100,69.11,72.97,7,37,45,0,2627,5.18,234,Critical,Compliant,Scotland
RID1322,Jan,M101,Resume Screening AI,HR,4069,73.33,76.52,14,13,24,1,5182,1.54,199,Critical,Review Required,Scotland
RID1323,Jan,M103,Fraud Detection AI,Operations,1277,82.41,84.34,3,91,25,9,3107,4.02,125,Critical,Violation,North UK
RID1324,Sep,M102,Customer Support Chatbot,HR,4250,70.22,73.95,2,29,49,0,5986,10.66,227,Critical,Compliant,North UK
RID1325,Oct,M101,Resume Screening AI,HR,4018,82.45,83.71,9,32,8,3,5850,2.19,127,High,Review Required,Scotland
RID1326,Jun,M101,Resume Screening AI,Operations,4992,73.14,75.91,10,20,19,5,7293,3.35,201,Critical,Violation,North UK
RID1327,Jul,M105,Inventory Forecast AI,Operations,1217,83.63,84.47,0,34,3,1,12317,6,116,Medium,Review Required,North UK
RID1328,Jul,M104,Loan Approval AI,Sales,4289,85.23,86.23,2,8,21,0,5660,5.94,105,Medium,Compliant,North UK
RID1329,Apr,M101,Resume Screening AI,HR,3074,86.31,86.8,14,12,20,3,2498,1.16,99,Critical,Review Required,North UK
RID1330,Jun,M101,Resume Screening AI,Operations,3171,89.2,89.23,6,54,4,3,6569,4.62,77,Medium,Review Required,London
RID1331,Jun,M105,Inventory Forecast AI,Finance,1523,81.41,82.65,8,19,1,4,13698,4.43,134,High,Violation,Scotland
RID1332,Jun,M101,Resume Screening AI,HR,3587,82.78,83.59,6,19,21,5,4206,5.25,128,High,Violation,Scotland
RID1333,Aug,M103,Fraud Detection AI,Customer Service,1334,88.35,87.92,0,77,25,10,8629,3.63,83,Critical,Violation,North UK
RID1334,Feb,M101,Resume Screening AI,Sales,1161,74.81,78.08,15,8,25,3,8178,3.1,188,Critical,Review Required,London
RID1335,Jan,M104,Loan Approval AI,Operations,3496,93.07,92.75,0,58,7,2,2788,5.68,42,Medium,Review Required,North UK
RID1336,Nov,M103,Fraud Detection AI,Finance,3136,93.54,91.95,1,61,13,6,8152,4.72,42,High,Violation,Scotland
RID1337,Nov,M104,Loan Approval AI,Operations,4725,86.63,86.65,7,25,11,0,7395,4.01,94,High,Compliant,Scotland
RID1338,Mar,M103,Fraud Detection AI,HR,2949,85.18,85.72,0,53,11,4,2416,3.35,110,High,Violation,Midlands
RID1339,Oct,M105,Inventory Forecast AI,Sales,2050,78.66,80.68,3,28,4,2,14132,5.11,159,High,Review Required,Scotland
RID1340,Sep,M103,Fraud Detection AI,Customer Service,1225,76.12,78.72,6,96,19,7,7594,6.21,178,Critical,Violation,Scotland
RID1341,Dec,M105,Inventory Forecast AI,HR,863,97.04,95.04,3,52,21,0,13434,6.04,14,Low,Compliant,Midlands
RID1342,Jan,M103,Fraud Detection AI,Operations,2902,69.55,73.27,6,93,10,3,2768,3.56,233,Critical,Review Required,London
RID1343,Dec,M102,Customer Support Chatbot,Operations,4642,76.84,79.38,3,51,39,3,5110,10.93,175,High,Review Required,Scotland
RID1344,Jun,M104,Loan Approval AI,Sales,3812,87.33,87.72,6,56,16,1,5196,3.13,88,Medium,Review Required,Midlands
RID1345,Aug,M101,Resume Screening AI,Sales,4562,97.02,94.52,12,31,12,3,7430,3,15,Critical,Review Required,Midlands
RID1346,Feb,M104,Loan Approval AI,Sales,4889,77.91,80.32,4,19,10,1,5314,3.52,161,High,Review Required,Scotland
RID1347,Mar,M105,Inventory Forecast AI,Sales,3921,73.92,76.68,5,7,23,5,13516,3.35,198,Critical,Violation,London
RID1348,Mar,M104,Loan Approval AI,Operations,918,81.35,82.06,1,53,23,1,8873,2.59,141,High,Review Required,Midlands
RID1349,Apr,M102,Customer Support Chatbot,Operations,1444,77.29,79.61,7,43,38,2,4798,6.93,173,High,Review Required,London
RID1350,Aug,M101,Resume Screening AI,Customer Service,2716,81.45,83.42,14,12,24,3,7522,1.17,133,Critical,Review Required,London
RID1351,Aug,M101,Resume Screening AI,Sales,3059,90.97,90.31,15,52,25,5,7023,6.45,63,Critical,Violation,North UK
RID1352,Dec,M104,Loan Approval AI,Operations,4349,79.1,81.37,6,56,18,1,4808,2.69,155,High,Review Required,London
RID1353,Sep,M101,Resume Screening AI,Finance,4186,87.63,87.9,9,30,12,0,6187,2.37,87,High,Compliant,Scotland
RID1354,Mar,M103,Fraud Detection AI,Customer Service,1244,85.07,85.24,1,95,3,8,5377,1.95,109,Critical,Violation,Midlands
RID1355,Jul,M104,Loan Approval AI,Sales,3512,89.94,90.11,2,38,10,3,8565,1.44,65,Medium,Review Required,Scotland
RID1356,Nov,M105,Inventory Forecast AI,Customer Service,1250,91.72,90.52,7,13,10,2,14623,3.23,57,High,Review Required,London
RID1357,Nov,M103,Fraud Detection AI,HR,3078,97.14,95.59,2,75,25,10,2662,5.17,10,Critical,Violation,Midlands
RID1358,Aug,M101,Resume Screening AI,Finance,3513,95.45,93.7,8,11,17,0,4820,5.18,28,High,Compliant,North UK
RID1359,Apr,M102,Customer Support Chatbot,HR,4552,93.5,92.03,2,51,46,5,7611,6.92,41,High,Violation,Midlands
RID1360,Apr,M103,Fraud Detection AI,Customer Service,2365,92.98,92.07,1,45,21,4,5841,6.17,44,High,Violation,Midlands
RID1361,Mar,M105,Inventory Forecast AI,Operations,3245,77.26,79.6,4,20,25,5,10874,4.63,166,High,Violation,London
RID1362,Mar,M104,Loan Approval AI,Finance,4054,78.62,80.94,0,55,22,2,4863,4.03,157,High,Review Required,Scotland
RID1363,Oct,M103,Fraud Detection AI,Operations,3097,77.36,79.87,2,89,24,9,8133,6.5,171,Critical,Violation,Midlands
RID1364,Jan,M104,Loan Approval AI,Finance,1494,74.82,77.14,5,29,13,5,5086,2.53,190,Critical,Violation,Midlands
RID1365,May,M104,Loan Approval AI,Customer Service,2817,84.51,85.73,7,30,0,4,2097,6.9,110,High,Violation,Midlands
RID1366,Mar,M104,Loan Approval AI,Sales,825,72.96,76.34,3,46,4,1,6211,3.86,204,Critical,Review Required,London
RID1367,Jun,M102,Customer Support Chatbot,Customer Service,2497,91.26,90.84,2,18,36,5,7219,10.96,60,High,Violation,North UK
RID1368,May,M105,Inventory Forecast AI,HR,4116,82.54,83.05,1,34,1,1,11760,5.63,131,High,Review Required,Scotland
RID1369,Jul,M101,Resume Screening AI,Customer Service,2924,86.55,86.46,14,24,17,5,2538,6.31,96,Critical,Violation,Scotland
RID1370,Nov,M103,Fraud Detection AI,HR,2094,75.89,78.76,0,95,1,10,7008,6.9,178,Critical,Violation,Midlands
RID1371,Aug,M104,Loan Approval AI,Finance,1472,77.64,80.36,3,23,6,3,3502,6.66,164,High,Review Required,North UK
RID1372,Feb,M101,Resume Screening AI,HR,4998,93.28,92.16,12,50,6,5,8982,5.88,44,Critical,Violation,Midlands
RID1373,May,M101,Resume Screening AI,Finance,2145,77.32,79.18,7,49,24,3,2758,1.25,170,High,Review Required,North UK
RID1374,Feb,M103,Fraud Detection AI,Customer Service,2311,70.77,75.15,6,42,0,8,2285,1.64,218,Critical,Violation,London
RID1375,Jan,M104,Loan Approval AI,Finance,3120,82.23,83.49,3,51,13,0,7739,2.91,132,High,Compliant,Midlands
RID1376,Feb,M101,Resume Screening AI,Customer Service,1947,70.97,74.8,7,55,6,4,3889,6.38,217,Critical,Violation,North UK
RID1377,Feb,M104,Loan Approval AI,Customer Service,3141,74.96,78.02,5,21,6,4,6471,1.62,185,Critical,Violation,North UK
RID1378,Dec,M102,Customer Support Chatbot,Finance,3806,68.8,73.11,7,11,41,2,2860,10.47,237,Critical,Review Required,London
RID1379,Dec,M103,Fraud Detection AI,Finance,2591,92.03,91.72,2,58,3,9,8156,3.52,52,Critical,Violation,London
RID1380,Jun,M102,Customer Support Chatbot,Customer Service,2012,91.57,91.13,3,5,34,0,6351,8.23,53,Low,Compliant,London
RID1381,May,M101,Resume Screening AI,Sales,3155,70.19,73.54,15,21,21,2,5133,5.08,226,Critical,Review Required,London
RID1382,Feb,M101,Resume Screening AI,HR,3674,70.41,74.44,14,50,9,3,4860,1.3,222,Critical,Review Required,Scotland
RID1383,Nov,M104,Loan Approval AI,HR,4126,90.58,89.66,3,27,25,1,8293,2.87,67,Low,Review Required,North UK
RID1384,Mar,M102,Customer Support Chatbot,Sales,3383,79.42,81.59,6,53,15,1,7547,6.23,149,High,Review Required,London
RID1385,Aug,M102,Customer Support Chatbot,Operations,4899,84.12,85.22,4,19,26,2,3156,10.54,112,Medium,Review Required,North UK
RID1386,Jul,M102,Customer Support Chatbot,Customer Service,1886,78.7,81.5,0,28,45,3,8657,8.13,155,High,Review Required,Scotland
RID1387,Sep,M101,Resume Screening AI,Finance,1381,86.55,86.46,12,25,6,5,2034,3,97,Critical,Violation,Midlands
RID1388,Aug,M105,Inventory Forecast AI,Operations,3110,72.9,76.04,2,17,12,3,14646,2.28,201,Critical,Review Required,Midlands
RID1389,May,M102,Customer Support Chatbot,Finance,1288,88.68,88.87,1,29,31,4,6737,8.58,81,High,Violation,Midlands
RID1390,Apr,M104,Loan Approval AI,Customer Service,864,69.95,74.06,1,30,19,0,3848,5.09,227,Critical,Compliant,Scotland
RID1391,Aug,M103,Fraud Detection AI,Operations,4028,84.8,85.26,6,47,10,9,3574,3.66,112,Critical,Violation,London
RID1392,May,M103,Fraud Detection AI,Finance,2925,80.9,82.66,5,76,5,4,6016,3.77,137,High,Violation,Scotland
RID1393,Mar,M104,Loan Approval AI,Finance,862,76.95,79.41,1,6,19,3,2031,4.91,171,High,Review Required,North UK
RID1394,Nov,M105,Inventory Forecast AI,Finance,2893,82.9,84.47,3,14,21,3,11556,4.25,122,High,Review Required,London
RID1395,Dec,M105,Inventory Forecast AI,Customer Service,3619,79.03,81.05,3,34,18,1,14111,4.39,157,High,Review Required,Midlands
RID1396,May,M104,Loan Approval AI,HR,2197,67.47,71.69,8,26,22,2,5040,5.8,250,Critical,Review Required,North UK
RID1397,Jul,M104,Loan Approval AI,Finance,4441,77.76,80.22,7,39,17,3,4039,1.92,167,High,Review Required,London
RID1398,May,M102,Customer Support Chatbot,Sales,1785,90.46,89.45,8,36,32,3,5986,9.04,68,High,Review Required,Midlands
RID1399,Apr,M105,Inventory Forecast AI,Finance,2927,89.95,89.35,3,10,18,1,14007,3.98,70,Low,Review Required,Scotland
RID1400,Oct,M101,Resume Screening AI,Finance,2890,77.83,80.1,9,7,2,3,7845,3.87,168,High,Review Required,Midlands
RID1401,Mar,M101,Resume Screening AI,Finance,1309,80.23,82.15,15,7,17,1,3533,2.92,146,Critical,Review Required,Midlands
RID1402,Mar,M105,Inventory Forecast AI,Finance,1642,83,84.38,3,5,25,3,14817,1.41,121,High,Review Required,Scotland
RID1403,Apr,M102,Customer Support Chatbot,Finance,3331,79.71,82.02,1,42,40,5,2884,7.88,147,High,Violation,Scotland
RID1404,Feb,M102,Customer Support Chatbot,Finance,1174,88.04,87.86,0,40,19,1,8136,9.55,82,Medium,Review Required,Midlands
RID1405,Mar,M103,Fraud Detection AI,Customer Service,4300,85.58,86.1,1,88,5,6,6931,5.71,107,High,Violation,Scotland
RID1406,Sep,M104,Loan Approval AI,HR,1839,96.47,95.52,6,18,14,3,2311,3.95,14,Medium,Review Required,Scotland
RID1407,Dec,M101,Resume Screening AI,Customer Service,2786,91.81,90.86,8,7,2,4,3290,1.46,52,High,Violation,Scotland
RID1408,Jul,M104,Loan Approval AI,Sales,1672,77.25,79.53,6,21,10,5,5467,3.16,167,High,Violation,London
RID1409,Jan,M105,Inventory Forecast AI,Sales,830,87.1,87.44,6,49,10,1,14952,3.53,93,Medium,Review Required,North UK
RID1410,Oct,M104,Loan Approval AI,Sales,3851,94.34,93.05,5,13,6,5,6991,5.45,36,High,Violation,Scotland
RID1411,Oct,M103,Fraud Detection AI,Customer Service,1894,95.18,93.06,5,81,1,6,4525,6.19,30,High,Violation,Scotland
RID1412,Sep,M101,Resume Screening AI,Customer Service,2551,84.63,85.5,12,32,17,2,4101,4.41,107,Critical,Review Required,North UK
RID1413,Feb,M104,Loan Approval AI,Customer Service,3218,95.3,93.75,6,23,5,2,4303,1.54,23,Medium,Review Required,North UK
RID1414,Apr,M104,Loan Approval AI,Sales,2093,87.06,86.81,4,34,24,1,7050,4.77,94,Medium,Review Required,London
RID1415,May,M103,Fraud Detection AI,Sales,3650,87.85,87.66,1,61,25,7,7343,4.02,87,Critical,Violation,North UK
RID1416,Jul,M103,Fraud Detection AI,HR,3249,74.28,77.38,8,84,7,4,7016,4.83,196,Critical,Violation,London
RID1417,Aug,M104,Loan Approval AI,Finance,2220,82.63,84.51,7,34,4,1,3771,4.35,123,High,Review Required,Scotland
RID1418,Dec,M105,Inventory Forecast AI,Customer Service,4111,96.14,94.34,0,24,23,3,13498,5.09,21,Medium,Review Required,Midlands
RID1419,Jun,M103,Fraud Detection AI,Sales,2820,78.3,79.63,0,85,4,9,3836,1.75,165,Critical,Violation,North UK
RID1420,May,M105,Inventory Forecast AI,Sales,3364,83.85,84.34,6,44,22,4,9277,5.03,121,High,Violation,North UK
RID1421,Nov,M104,Loan Approval AI,HR,3591,96.29,95.13,2,59,13,3,3027,1.31,16,Medium,Review Required,Scotland
RID1422,Dec,M101,Resume Screening AI,Finance,2846,82.37,83.27,5,25,1,3,4304,1.63,133,High,Review Required,Scotland
RID1423,May,M103,Fraud Detection AI,Customer Service,1747,76.21,77.91,7,89,18,3,7050,4,182,Critical,Review Required,Midlands
RID1424,Feb,M103,Fraud Detection AI,Operations,2013,93.77,92.24,4,65,24,9,6635,4.39,41,Critical,Violation,Scotland
RID1425,Nov,M104,Loan Approval AI,Sales,838,71.93,75.17,1,45,1,3,2856,6.49,212,Critical,Review Required,North UK
RID1426,Jul,M105,Inventory Forecast AI,HR,3737,69.74,73.23,3,26,3,3,14228,3.63,232,Critical,Review Required,North UK
RID1427,Mar,M102,Customer Support Chatbot,Customer Service,1266,91.68,91.42,5,56,49,1,3374,6.01,51,Medium,Review Required,Midlands
RID1428,Apr,M102,Customer Support Chatbot,Sales,3813,88.19,87.46,7,12,23,2,7015,6.69,86,High,Review Required,Scotland
RID1429,Nov,M104,Loan Approval AI,Customer Service,2142,87.62,87.89,3,11,0,0,5418,4.69,84,Medium,Compliant,Midlands
RID1430,May,M105,Inventory Forecast AI,Customer Service,3099,82.45,83.31,4,45,24,2,11316,2.17,131,High,Review Required,London
RID1431,Oct,M104,Loan Approval AI,Sales,4853,86.22,86.46,8,39,3,4,7640,1.67,97,High,Violation,London
RID1432,May,M101,Resume Screening AI,Customer Service,3069,96.13,94.06,5,46,23,1,4872,2.7,22,Medium,Review Required,North UK
RID1433,Nov,M105,Inventory Forecast AI,Customer Service,1787,81.49,82.93,4,20,17,2,9109,4.8,137,High,Review Required,Midlands
RID1434,Jul,M101,Resume Screening AI,HR,2875,86.4,87.29,13,43,5,5,7601,2,95,Critical,Violation,North UK
RID1435,Oct,M104,Loan Approval AI,Customer Service,989,92.74,92.01,6,14,3,2,3451,2.21,48,Medium,Review Required,London
RID1436,Sep,M104,Loan Approval AI,Operations,3053,85.63,86.16,5,45,19,4,2667,3.76,103,High,Violation,London
RID1437,Aug,M104,Loan Approval AI,Finance,3178,81.43,82.46,4,28,22,3,8962,5.31,138,High,Review Required,Scotland
RID1438,Jun,M101,Resume Screening AI,Finance,3825,72.8,76.06,7,16,20,2,2918,3.6,209,Critical,Review Required,North UK
RID1439,Apr,M103,Fraud Detection AI,HR,1505,89.76,89.72,1,91,15,3,2944,4.53,70,Medium,Review Required,London
RID1440,Dec,M102,Customer Support Chatbot,Customer Service,4755,90.38,89.31,2,52,17,5,3494,7.96,68,High,Violation,Midlands
RID1441,Mar,M104,Loan Approval AI,Sales,4670,70.97,74.83,6,16,12,0,5706,4.05,220,Critical,Compliant,Scotland
RID1442,Mar,M104,Loan Approval AI,Operations,3128,74.44,77.9,7,28,2,1,3136,3.97,189,Critical,Review Required,Midlands
RID1443,Sep,M104,Loan Approval AI,Finance,4271,85.58,85.61,1,42,22,1,3707,1.28,105,Medium,Review Required,North UK
RID1444,Jan,M101,Resume Screening AI,HR,1857,91.62,90.8,11,45,7,0,4505,1.31,53,Critical,Compliant,North UK
RID1445,May,M101,Resume Screening AI,Customer Service,2920,89.83,89.46,8,40,0,3,8890,4.09,67,High,Review Required,Scotland
RID1446,Dec,M101,Resume Screening AI,Sales,1407,83.73,84.63,12,10,24,1,6694,3.06,119,Critical,Review Required,Scotland
RID1447,Feb,M105,Inventory Forecast AI,Sales,2392,74.58,78.06,0,19,0,2,12595,5.9,188,Critical,Review Required,North UK
RID1448,Oct,M105,Inventory Forecast AI,Finance,1432,69.56,73.15,3,57,5,0,12276,1.07,231,Critical,Compliant,Midlands
RID1449,Oct,M102,Customer Support Chatbot,Customer Service,991,74.88,77.26,3,59,16,5,4770,8.63,192,Critical,Violation,Scotland
RID1450,May,M105,Inventory Forecast AI,Finance,3363,90.3,90.07,2,20,23,4,13293,6.73,64,High,Violation,North UK
RID1451,Jun,M103,Fraud Detection AI,HR,1218,69.27,73.01,8,85,6,5,5447,1.34,234,Critical,Violation,Midlands
RID1452,Jun,M102,Customer Support Chatbot,Customer Service,3506,79.77,81.01,6,49,33,1,2901,5.27,152,High,Review Required,Scotland
RID1453,Feb,M103,Fraud Detection AI,Sales,3087,81.27,82.4,2,68,10,3,6900,4.32,138,High,Review Required,Scotland
RID1454,Feb,M103,Fraud Detection AI,Finance,4871,90.72,90.23,7,70,10,3,8786,4.65,66,High,Review Required,North UK
RID1455,Mar,M102,Customer Support Chatbot,Finance,4390,67.82,72.09,5,58,22,4,8448,6.33,244,Critical,Violation,North UK
RID1456,Jun,M102,Customer Support Chatbot,Customer Service,2624,92.21,91.71,5,20,15,1,6412,9.81,47,Medium,Review Required,North UK
RID1457,Oct,M104,Loan Approval AI,Operations,866,84.41,85.13,1,22,25,3,3391,2.1,111,Medium,Review Required,North UK
RID1458,Apr,M105,Inventory Forecast AI,Customer Service,1877,70.09,73.84,2,46,17,2,12453,6.58,231,Critical,Review Required,North UK
RID1459,Jun,M103,Fraud Detection AI,Sales,2701,69.61,73.86,8,97,5,9,8898,2.16,231,Critical,Violation,London
RID1460,Jul,M104,Loan Approval AI,Sales,1096,83.82,85.08,1,18,18,5,3481,4.86,118,High,Violation,North UK
RID1461,Mar,M101,Resume Screening AI,Operations,3716,85.17,85.84,11,30,0,2,3072,5.87,109,Critical,Review Required,Midlands
RID1462,Apr,M102,Customer Support Chatbot,Customer Service,2356,89.03,88.96,0,16,25,5,5979,7.82,75,High,Violation,Midlands
RID1463,Aug,M103,Fraud Detection AI,Finance,1848,89.89,89.34,8,71,25,8,6623,4.43,67,Critical,Violation,London
RID1464,Feb,M103,Fraud Detection AI,Sales,2613,95.81,94.93,8,60,17,6,4684,4.48,20,High,Violation,Scotland
RID1465,Jan,M102,Customer Support Chatbot,Finance,1775,90.5,90.62,3,51,19,5,6247,9.21,61,High,Violation,North UK
RID1466,Aug,M103,Fraud Detection AI,Customer Service,2275,86.87,87.71,4,77,1,3,5177,1.04,91,Medium,Review Required,Midlands
RID1467,Aug,M104,Loan Approval AI,Operations,2591,81.37,82.8,6,10,19,2,8218,3.32,135,High,Review Required,Scotland
RID1468,Feb,M103,Fraud Detection AI,Operations,3539,66.92,71.11,7,95,17,8,2359,3.51,249,Critical,Violation,Midlands
RID1469,Jun,M103,Fraud Detection AI,HR,1901,86.81,86.86,1,51,5,3,5811,5.18,96,Medium,Review Required,Midlands
RID1470,Nov,M102,Customer Support Chatbot,Finance,4981,67.8,72.21,2,35,35,5,3077,7.42,246,Critical,Violation,London
RID1471,Feb,M102,Customer Support Chatbot,Sales,2750,84.66,85.94,5,46,41,1,6905,10.32,108,Medium,Review Required,North UK
RID1472,May,M101,Resume Screening AI,Sales,3702,82.62,83.82,7,33,14,4,8833,2.35,124,High,Violation,Scotland
RID1473,Dec,M101,Resume Screening AI,Finance,2159,96.71,95.46,7,39,15,3,3916,2.9,15,High,Review Required,Midlands
RID1474,Dec,M103,Fraud Detection AI,HR,4733,77.86,80.35,5,95,3,8,3082,6.05,166,Critical,Violation,North UK
RID1475,Jun,M105,Inventory Forecast AI,Sales,3894,96.62,95.31,1,19,25,3,9783,4.31,13,Medium,Review Required,North UK
RID1476,Jan,M104,Loan Approval AI,Operations,2325,90.63,90.19,5,22,3,1,3743,4,62,Medium,Review Required,London
